"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"E0000VMSCK"	"E0000VMSCK"	"1"	""	""	"1"	"N0000VMSCK"
"E0000VMU54"	"E0000VMU54"	"1"	""	""	""	"N0000VMU54"
"E0000VMUCH"	"E0000VMUCH"	"1"	""	""	""	"N0000VMUCH"
"E0000VMX4X"	"E0000VMX4X"	"1"	""	""	""	"N0000VMX4X"
"E0000VMXMC"	"E0000VMXMC"	"1"	""	""	""	"N0000VMXMC"
"E0000VMYM4"	"E0000VMYM4"	"1"	""	""	"1"	"N0000VMYM4"
"E0000VMZ3U"	"E0000VMZ3U"	"1"	""	""	"1"	"N0000VMZ3U"
"E0000VN01F"	""	""	""	"1"	""	"MA11094457"
"E0000VN2T2"	"E0000VN2T2"	"1"	""	""	"1"	"N0000VN2T2"
"E0000VN3NX"	"E0000VN3NX"	"1"	""	""	""	"N0000VN3NX"
"E0000VN4G4"	"E0000VN4G4"	"1"	""	""	"1"	"N0000VN4G4"
"E0000VN7CJ"	"E0000VN7CJ"	"1"	""	""	""	"N0000VN7CJ"
"E0000VN9NU"	"E0000VN9NU"	"1"	""	""	"1"	"N0000VN9NU"
"E0000VNA57"	"E0000VNA57"	"1"	""	""	"1"	"N0000VNA57"
"E0000VNAX2"	"E0000VNAX2"	"1"	""	""	"1"	"N0000VNAX2"
"E0000VNBHB"	""	""	""	"1"	""	"N0000OPLDN"
"E0000VNCSM"	"E0000VNCSM"	"1"	""	""	"1"	"N0000VNCSM"
"E0000VNEWJ"	"E0000VNEWJ"	"1"	""	""	""	"N0000VNEWJ"
"E0000VNF6O"	"E0000VNF6O"	""	""	"1"	"1"	"MF01646123"
"E0000VNFUM"	"E0000VNFUM"	"1"	""	""	"1"	"N0000VNFUM"
"E0000VNGG6"	"E0000VNGG6"	"1"	""	""	""	"N0000VNGG6"
"E0000VNJVE"	"E0000VNJVE"	"1"	""	""	"1"	"N0000VNJVE"
"E0000VNNZ6"	"E0000VNNZ6"	"1"	""	""	""	"N0000VNNZ6"
"E0000VNNZP"	"E0000VNNZP"	"1"	""	""	""	"N0000VNNZP"
"E0000VNO9G"	"E0000VNO9G"	"1"	""	""	"1"	"N0000VNO9G"
"E0000VNU2H"	"E0000VNU2H"	"1"	""	""	"1"	"N0000VNU2H"
"E0000VNVOI"	""	""	""	"1"	""	"N00012XSGA"
"E0000VNY9V"	"E0000VNY9V"	"1"	""	""	""	"N0000VNY9V"
"E0000VNYIW"	"E0000VNYIW"	"1"	""	""	"1"	"N0000VNYIW"
"E0000VO08J"	"E0000VO08J"	"1"	""	""	"1"	"N0000VO08J"
"E0000VO738"	"E0000VO738"	"1"	""	""	"1"	"N0000VO738"
"E0000VO7NC"	"E0000VO7NC"	"1"	""	""	""	"N0000VO7NC"
"E0000VO8C1"	"E0000VO8C1"	"1"	""	""	""	"N0000VO8C1"
"E0000VOAJS"	"E0000VOAJS"	"1"	""	""	""	"N0000VOAJS"
"E0000VOCRD"	""	""	""	"1"	""	"MA11130225"
"E0000VODHR"	""	""	""	"1"	""	"MR19278770"
"E0000VOE5K"	"E0000VOE5K"	"1"	""	""	"1"	"N0000VOE5K"
"E0000VOF1T"	"E0000VOF1T"	"1"	""	""	"1"	"N0000VOF1T"
"E0000VOFPZ"	""	""	""	"1"	""	"MA08275747"
"E0000VOFZV"	"E0000VOFZV"	"1"	""	""	"1"	"N0000VOFZV"
"E0000VOGPU"	"E0000VOGPU"	"1"	""	""	"1"	"N0000VOGPU"
"E0000VOH55"	"E0000VOH55"	"1"	""	""	"1"	"N0000VOH55"
"E0000VOK2Y"	"E0000VOK2Y"	"1"	""	""	""	"N0000VOK2Y"
"E0000VOOXC"	"E0000VOOXC"	"1"	""	""	"1"	"N0000VOOXC"
"E0000VOPI1"	"E0000VOPI1"	"1"	""	""	""	"N0000VOPI1"
"E0000VOXHM"	"E0000VOXHM"	"1"	""	""	"1"	"N0000VOXHM"
"E0000VOXL4"	"E0000VOXL4"	"1"	""	""	"1"	"N0000VOXL4"
"E0000VP214"	"E0000VP214"	"1"	""	""	"1"	"N0000VP214"
"E0000VP2O7"	"E0000VP2O7"	"1"	""	""	"1"	"N0000VP2O7"
"E0000VP3T8"	"E0000VP3T8"	"1"	""	""	"1"	"N0000VP3T8"
"E0000VP4FZ"	"E0000VP4FZ"	"1"	""	""	""	"N0000VP4FZ"
"E0000VP517"	"E0000VP517"	"1"	""	""	"1"	"N0000VP517"
"E0000VP5E4"	"E0000VP5E4"	"1"	""	""	"1"	"N0000VP5E4"
"E0000VP7PK"	"E0000VP7PK"	"1"	""	""	""	"N0000VP7PK"
"E0000VP88X"	"E0000VP88X"	"1"	""	""	""	"N0000VP88X"
"E0000VP8DA"	"E0000VP8DA"	"1"	""	""	""	"N0000VP8DA"
"E0000VPAAU"	"E0000VPAAU"	"1"	""	""	""	"N0000VPAAU"
"E0000VPAF4"	"E0000VPAF4"	"1"	""	""	""	"N0000VPAF4"
"E0000VPEUZ"	"E0000VPEUZ"	"1"	""	""	"1"	"N0000VPEUZ"
"E0000VPFTM"	"E0000VPFTM"	"1"	""	""	"1"	"N0000VPFTM"
"E0000VPFTU"	"E0000VPFTU"	"1"	""	""	"1"	"N0000VPFTU"
"E0000VPPKD"	"E0000VPPKD"	"1"	""	""	"1"	"N0000VPPKD"
"E0000VPSQA"	"E0000VPSQA"	"1"	""	""	"1"	"N0000VPSQA"
"E0000VPTZY"	"E0000VPTZY"	"1"	""	""	""	"N0000VPTZY"
"E0000VPXYH"	"E0000VPXYH"	"1"	""	""	""	"N0000VPXYH"
"E0000VPYYT"	"E0000VPYYT"	"1"	""	""	"1"	"N0000VPYYT"
"E0000VQ00P"	"E0000VQ00P"	"1"	""	""	""	"N0000VQ00P"
"E0000VQ046"	"E0000VQ046"	"1"	""	""	"1"	"N0000VQ046"
"E0000VQ16X"	"E0000VQ16X"	"1"	""	""	"1"	"N0000VQ16X"
"E0000VQ2KG"	"E0000VQ2KG"	"1"	""	""	""	"N0000VQ2KG"
"E0000VQ56N"	""	""	""	"1"	""	"MA11047721"
"E0000VQ647"	""	""	""	"1"	""	"N000133I66"
"E0000VQ6N4"	"E0000VQ6N4"	"1"	""	""	"1"	"N0000VQ6N4"
"E0000VQ9PF"	"E0000VQ9PF"	"1"	""	""	""	"N0000VQ9PF"
"E0000VQABT"	"E0000VQABT"	"1"	""	""	"1"	"N0000VQABT"
"E0000VQDJF"	""	""	""	"1"	""	"MA11094457"
"E0000VQHA8"	"E0000VQHA8"	"1"	""	""	""	"N0000VQHA8"
"E0000VQKIF"	"E0000VQKIF"	"1"	""	""	""	"N0000VQKIF"
"E0000VQKY5"	"E0000VQKY5"	"1"	""	""	"1"	"N0000VQKY5"
"E0000VQLI8"	"E0000VQLI8"	"1"	""	""	"1"	"N0000VQLI8"
"E0000VQN0V"	"E0000VQN0V"	"1"	""	""	"1"	"N0000VQN0V"
"E0000VQOVD"	""	""	""	"1"	""	"N0000QOYKK"
"E0000VQT0T"	"E0000VQT0T"	"1"	""	""	""	"N0000VQT0T"
"E0000VQZ4H"	"E0000VQZ4H"	"1"	""	""	""	"N0000VQZ4H"
"E0000VQZ5R"	"E0000VQZ5R"	"1"	""	""	""	"N0000VQZ5R"
"E0000VR0GH"	""	""	""	"1"	""	"N0000OKG35"
"E0000VR13F"	"E0000VR13F"	"1"	""	""	""	"N0000VR13F"
"E0000VR1BX"	"E0000VR1BX"	"1"	""	""	"1"	"N0000VR1BX"
"E0000VR1RS"	"E0000VR1RS"	"1"	""	""	"1"	"N0000VR1RS"
"E0000VR1SK"	"E0000VR1SK"	"1"	""	""	"1"	"N0000VR1SK"
"E0000VR2WD"	"E0000VR2WD"	"1"	""	""	""	"N0000VR2WD"
"E0000VR3GL"	"E0000VR3GL"	"1"	""	""	""	"N0000VR3GL"
"E0000VR3PB"	"E0000VR3PB"	"1"	""	""	"1"	"N0000VR3PB"
"E0000VR3VE"	"E0000VR3VE"	"1"	""	""	"1"	"N0000VR3VE"
"E0000VR4F5"	"E0000VR4F5"	"1"	""	""	""	"N0000VR4F5"
"E0000VR4X3"	"E0000VR4X3"	"1"	""	""	""	"N0000VR4X3"
"E0000VR678"	"E0000VR678"	"1"	""	""	"1"	"N0000VR678"
"E0000VR76Q"	"E0000VR76Q"	"1"	""	""	"1"	"N0000VR76Q"
"E0000VR7R9"	""	""	""	"1"	""	"MA11156401"
"E0000VRB4N"	"E0000VRB4N"	"1"	""	""	""	"N0000VRB4N"
"E0000VRFBL"	"E0000VRFBL"	"1"	""	""	""	"N0000VRFBL"
"E0000VRFMU"	"E0000VRFMU"	"1"	""	""	"1"	"N0000VRFMU"
"E0000VRGO4"	"E0000VRGO4"	"1"	""	""	"1"	"N0000VRGO4"
"E0000VRIOJ"	""	""	""	"1"	""	"MA11522189"
"E0000VRK3J"	"E0000VRK3J"	"1"	""	""	"1"	"N0000VRK3J"
"E0000VRNW0"	"E0000VRNW0"	"1"	""	""	"1"	"N0000VRNW0"
"E0000VRR0U"	"E0000VRR0U"	"1"	""	""	""	"N0000VRR0U"
"E0000VRTLG"	""	""	""	"1"	""	"MF07667609"
"E0000VRV9G"	"E0000VRV9G"	"1"	""	""	"1"	"N0000VRV9G"
"E0000VRWEK"	"E0000VRWEK"	"1"	""	""	"1"	"N0000VRWEK"
"E0000VRXFV"	"E0000VRXFV"	"1"	""	""	"1"	"N0000VRXFV"
"E0000VRYLV"	"E0000VRYLV"	"1"	""	""	""	"N0000VRYLV"
"E0000VS5XA"	"E0000VS5XA"	"1"	""	""	""	"N0000VS5XA"
"E0000VS69E"	"E0000VS69E"	"1"	""	""	"1"	"N0000VS69E"
"E0000VS8EX"	"E0000VS8EX"	"1"	""	""	"1"	"N0000VS8EX"
"E0000VS9AT"	"E0000VS9AT"	"1"	""	""	""	"N0000VS9AT"
"E0000VSBSJ"	"E0000VSBSJ"	"1"	""	""	"1"	"N0000VSBSJ"
"E0000VSDNT"	"E0000VSDNT"	"1"	""	""	""	"N0000VSDNT"
"E0000VSDZA"	"E0000VSDZA"	"1"	""	""	""	"N0000VSDZA"
"E0000VSFFG"	"E0000VSFFG"	"1"	""	""	"1"	"N0000VSFFG"
"E0000VSGS0"	"E0000VSGS0"	"1"	""	""	"1"	"N0000VSGS0"
"E0000VSKYJ"	"E0000VSKYJ"	"1"	""	""	"1"	"N0000VSKYJ"
"E0000VSMRS"	"E0000VSMRS"	"1"	""	""	""	"N0000VSMRS"
"E0000VSMY0"	"E0000VSMY0"	"1"	""	""	""	"N0000VSMY0"
"E0000VSOSN"	"E0000VSOSN"	"1"	""	""	"1"	"N0000VSOSN"
"E0000VSQJU"	"E0000VSQJU"	"1"	""	""	"1"	"N0000VSQJU"
"E0000VSQPS"	"E0000VSQPS"	"1"	""	""	""	"N0000VSQPS"
"E0000VSSEK"	"E0000VSSEK"	"1"	""	""	"1"	"N0000VSSEK"
"E0000VSVMO"	"E0000VSVMO"	"1"	""	""	""	"N0000VSVMO"
"E0000VSWEK"	""	""	""	"1"	""	"MA11126949"
"E0000VSYVD"	""	""	""	"1"	""	"MA11094457"
"E0000VT6GV"	""	""	""	"1"	""	"N00013KCJH"
"E0000VTE5H"	"E0000VTE5H"	"1"	""	""	""	"N0000VTE5H"
"E0000VTF0R"	""	""	""	"1"	""	"N0000RF0IM"
"E0000VTFOK"	"E0000VTFOK"	"1"	""	""	"1"	"N0000VTFOK"
"E0000VTH17"	"E0000VTH17"	"1"	""	""	"1"	"N0000VTH17"
"E0000VTHR7"	"E0000VTHR7"	"1"	""	""	"1"	"N0000VTHR7"
"E0000VTII3"	"E0000VTII3"	"1"	""	""	"1"	"N0000VTII3"
"E0000VTJ61"	""	""	""	"1"	""	"MA08376275"
"E0000VTK1L"	"E0000VTK1L"	"1"	""	""	"1"	"N0000VTK1L"
"E0000VTLD2"	""	""	""	"1"	""	"MR41965469"
"E0000VTLV1"	"E0000VTLV1"	"1"	""	""	""	"N0000VTLV1"
"E0000VTNW0"	"E0000VTNW0"	"1"	""	""	"1"	"N0000VTNW0"
"E0000VTO8L"	"E0000VTO8L"	"1"	""	""	"1"	"N0000VTO8L"
"E0000VTU7I"	"E0000VTU7I"	"1"	""	""	"1"	"N0000VTU7I"
"E0000VTVTU"	"E0000VTVTU"	"1"	""	""	"1"	"N0000VTVTU"
"E0000VTVYH"	"E0000VTVYH"	"1"	""	""	"1"	"N0000VTVYH"
"E0000VTW48"	"E0000VTW48"	"1"	""	""	""	"N000132OUN"
"E0000VTWZI"	"E0000VTWZI"	"1"	""	""	""	"N0000VTWZI"
"E0000VTXOW"	"E0000VTXOW"	"1"	""	""	""	"N0000VTXOW"
"E0000VTZYH"	"E0000VTZYH"	"1"	""	""	""	"N0000VTZYH"
"E0000VU1IM"	"E0000VU1IM"	"1"	""	""	""	"N0000VU1IM"
"E0000VU40A"	"E0000VU40A"	"1"	""	""	"1"	"N0000VU40A"
"E0000VU782"	"E0000VU782"	"1"	""	""	"1"	"N0000VU782"
"E0000VUAH2"	"E0000VUAH2"	"1"	""	""	""	"N0000VUAH2"
"E0000VUAW2"	"E0000VUAW2"	"1"	""	""	"1"	"N0000VUAW2"
"E0000VUHKX"	"E0000VUHKX"	"1"	""	""	""	"N0000VUHKX"
"E0000VUM3G"	"E0000VUM3G"	"1"	""	""	""	"N0000VUM3G"
"E0000VUNTC"	"E0000VUNTC"	"1"	""	""	""	"N0000VUNTC"
"E0000VUQ62"	"E0000VUQ62"	"1"	""	""	"1"	"N0000VUQ62"
"E0000VUQN2"	"E0000VUQN2"	"1"	""	""	""	"N0000VUQN2"
"E0000VUQP7"	"E0000VUQP7"	"1"	""	""	""	"N0000VUQP7"
"E0000VUT75"	""	""	""	"1"	""	"MF04640935"
"E0000VUTJC"	"E0000VUTJC"	"1"	""	""	"1"	"N0000VUTJC"
"E0000VUTZ4"	""	""	""	"1"	""	"MA11092053"
"E0000VUUI5"	"E0000VUUI5"	"1"	""	""	""	"N0000VUUI5"
"E0000VUUSY"	"E0000VUUSY"	"1"	""	""	""	"N0000VUUSY"
"E0000VUV12"	"E0000VUV12"	"1"	""	""	""	"N0000VUV12"
"E0000VUW4O"	"E0000VUW4O"	"1"	""	""	""	"N0000VUW4O"
"E0000VUZ9B"	"E0000VUZ9B"	"1"	""	""	""	"N0000VUZ9B"
"E0000VUZF4"	"E0000VUZF4"	"1"	""	""	""	"N0000VUZF4"
"E0000VV3T0"	"E0000VV3T0"	"1"	""	""	"1"	"N0000VV3T0"
"E0000VVBW1"	"E0000VVBW1"	"1"	""	""	""	"N0000VVBW1"
"E0000VVEJP"	"E0000VVEJP"	"1"	""	""	""	"N0000VVEJP"
"E0000VVGVA"	"E0000VVGVA"	"1"	""	""	""	"N0000VVGVA"
"E0000VVICT"	"E0000VVICT"	"1"	""	""	""	"N0000VVICT"
"E0000VVIRL"	"E0000VVIRL"	"1"	""	""	""	"N0000VVIRL"
"E0000VVIXM"	"E0000VVIXM"	"1"	""	""	"1"	"N0000VVIXM"
"E0000VVJ73"	"E0000VVJ73"	"1"	""	""	"1"	"N0000VVJ73"
"E0000VVRPM"	"E0000VVRPM"	"1"	""	""	"1"	"N0000VVRPM"
"E0000VVVYY"	"E0000VVVYY"	"1"	""	""	""	"N0000VVVYY"
"E0000VVXM9"	"E0000VVXM9"	"1"	""	""	"1"	"N0000VVXM9"
"E0000VVY9B"	"E0000VVY9B"	"1"	""	""	"1"	"N0000VVY9B"
"E0000VVZ9U"	"E0000VVZ9U"	"1"	""	""	"1"	"N0000VVZ9U"
"E0000VW2C5"	"E0000VW2C5"	"1"	""	""	""	"N0000VW2C5"
"E0000VW36H"	""	""	""	"1"	""	"MA08435989"
"E0000VW3XJ"	"E0000VW3XJ"	"1"	""	""	"1"	"N0000VW3XJ"
"E0000VW4PA"	"E0000VW4PA"	"1"	""	""	"1"	"N0000VW4PA"
"E0000VW4W5"	"E0000VW4W5"	"1"	""	""	"1"	"N0000VW4W5"
"E0000VW5I1"	"E0000VW5I1"	"1"	""	""	"1"	"N0000VW5I1"
"E0000VW83D"	"E0000VW83D"	"1"	""	""	"1"	"N0000VW83D"
"E0000VW8DV"	"E0000VW8DV"	"1"	""	""	"1"	"N0000VW8DV"
"E0000VW9YR"	"E0000VW9YR"	"1"	""	""	""	"N0000VW9YR"
"E0000VWAO7"	"E0000VWAO7"	"1"	""	""	""	"N0000VWAO7"
"E0000VWC6D"	"E0000VWC6D"	"1"	""	""	""	"N0000VWC6D"
"E0000VWFQS"	""	""	""	"1"	""	"MF07667609"
"E0000VWJA9"	"E0000VWJA9"	"1"	""	""	""	"N0000VWJA9"
"E0000VWK2V"	"E0000VWK2V"	"1"	""	""	"1"	"N0000VWK2V"
"E0000VWPV5"	"E0000VWPV5"	"1"	""	""	""	"N0000VWPV5"
"E0000VWRO9"	"E0000VWRO9"	"1"	""	""	""	"N0000VWRO9"
"E0000VWTAB"	"E0000VWTAB"	"1"	""	""	""	"N0000VWTAB"
"E0000VWWO8"	"E0000VWWO8"	"1"	""	""	""	"N0000VWWO8"
"E0000VWWYX"	"E0000VWWYX"	"1"	""	""	""	"N0000VWWYX"
"E0000VWXSY"	"E0000VWXSY"	"1"	""	""	"1"	"N0000VWXSY"
"E0000VWZBO"	"E0000VWZBO"	"1"	""	""	""	"N0000VWZBO"
"E0000VWZKN"	"E0000VWZKN"	"1"	""	""	"1"	"N0000VWZKN"
"E0000VX13Q"	""	""	""	"1"	""	"MF04640935"
"E0000VX4B9"	"E0000VX4B9"	"1"	""	""	""	"N0000VX4B9"
"E0000VX613"	""	""	""	"1"	""	"MR03157633"
"E0000VX9MC"	""	""	""	"1"	""	"MA11451608"
"E0000VXATU"	"E0000VXATU"	"1"	""	""	""	"N0000VXATU"
"E0000VXBFD"	"E0000VXBFD"	"1"	""	""	""	"N0000VXBFD"
"E0000VXC19"	"E0000VXC19"	"1"	""	""	"1"	"N0000VXC19"
"E0000VXCY1"	""	""	""	"1"	""	"MA08376275"
"E0000VXD32"	"E0000VXD32"	"1"	""	""	""	"N0000VXD32"
"E0000VXENG"	""	""	""	"1"	""	"MA08376275"
"E0000VXIYY"	"E0000VXIYY"	"1"	""	""	"1"	"N0000VXIYY"
"E0000VXJ0X"	"E0000VXJ0X"	"1"	""	""	""	"N0000VXJ0X"
"E0000VXK8Y"	"E0000VXK8Y"	"1"	""	""	""	"N0000VXK8Y"
"E0000VXLK3"	""	""	""	"1"	""	"MA08483485"
"E0000VXR0Y"	"E0000VXR0Y"	"1"	""	""	"1"	"N0000VXR0Y"
"E0000VXTXS"	""	""	""	"1"	""	"MA11126949"
"E0000VXYO3"	"E0000VXYO3"	"1"	""	""	""	"N0000VXYO3"
"E0000VY06T"	"E0000VY06T"	"1"	""	""	"1"	"N0000VY06T"
"E0000VY0JZ"	""	""	""	"1"	""	"MF11673347"
"E0000VY101"	"E0000VY101"	"1"	""	""	"1"	"N0000VY101"
"E0000VY1QF"	"E0000VY1QF"	"1"	""	""	""	"N0000VY1QF"
"E0000VY42K"	"E0000VY42K"	"1"	""	""	""	"N0000VY42K"
"E0000VY550"	""	""	""	"1"	""	"N0000MSTBL"
"E0000VY5IY"	"E0000VY5IY"	"1"	""	""	"1"	"N0000VY5IY"
"E0000VY8PG"	"E0000VY8PG"	"1"	""	""	""	"N0000VY8PG"
"E0000VY906"	"E0000VY906"	"1"	""	""	"1"	"N0000VY906"
"E0000VY925"	"E0000VY925"	"1"	""	""	"1"	"N0000VY925"
"E0000VY9PX"	"E0000VY9PX"	"1"	""	""	"1"	"N0000VY9PX"
"E0000VY9SP"	""	""	""	"1"	""	"MA11047721"
"E0000VYBQO"	"E0000VYBQO"	"1"	""	""	"1"	"N0000VYBQO"
"E0000VYK6Q"	"E0000VYK6Q"	"1"	""	""	""	"N0000VYK6Q"
"E0000VYLKM"	"E0000VYLKM"	"1"	""	""	"1"	"N0000VYLKM"
"E0000VYM51"	""	""	""	"1"	""	"MA11130225"
"E0000VYOL0"	"E0000VYOL0"	"1"	""	""	""	"N0000VYOL0"
"E0000VYQ08"	"E0000VYQ08"	"1"	""	""	"1"	"N0000VYQ08"
"E0000VYRDC"	"E0000VYRDC"	"1"	""	""	""	"N0000VYRDC"
"E0000VYTA3"	""	""	""	"1"	""	"MF01911566"
"E0000VYYJ7"	"E0000VYYJ7"	"1"	""	""	"1"	"N0000VYYJ7"
"E0000VZ11N"	"E0000VZ11N"	"1"	""	""	""	"N0000VZ11N"
"E0000VZ19J"	""	""	""	"1"	""	"MF13592950"
"E0000VZ3AW"	""	""	""	"1"	""	"MA11047721"
"E0000VZ6BP"	""	""	""	"1"	""	"MR33639244"
"E0000VZ848"	"E0000VZ848"	"1"	""	""	""	"N000132VFK"
"E0000VZ8DQ"	"E0000VZ8DQ"	"1"	""	""	"1"	"N0000VZ8DQ"
"E0000VZAF0"	"E0000VZAF0"	"1"	""	""	"1"	"N0000VZAF0"
"E0000VZCZR"	"E0000VZCZR"	"1"	""	""	"1"	"N0000VZCZR"
"E0000VZE8X"	"E0000VZE8X"	"1"	""	""	"1"	"N0000VZE8X"
"E0000VZGG2"	"E0000VZGG2"	"1"	""	""	""	"N0000VZGG2"
"E0000VZGIW"	""	""	""	"1"	""	"MA11451608"
"E0000VZH3O"	"E0000VZH3O"	"1"	""	""	"1"	"N0000VZH3O"
"E0000VZKYI"	"E0000VZKYI"	"1"	""	""	""	"N000132VUO"
"E0000VZLGC"	"E0000VZLGC"	"1"	""	""	""	"N0000VZLGC"
"E0000VZOGY"	"E0000VZOGY"	"1"	""	""	""	"N0000VZOGY"
"E0000VZOSC"	"E0000VZOSC"	"1"	""	""	"1"	"N0000VZOSC"
"E0000VZRLY"	""	""	""	"1"	""	"N0000W0F0T"
"E0000VZRYV"	"E0000VZRYV"	""	""	"1"	"1"	"MA11444861"
"E0000VZS6J"	"E0000VZS6J"	"1"	""	""	""	"N0000VZS6J"
"E0000VZS8U"	""	""	""	"1"	""	"MA11451608"
"E0000VZV7V"	"E0000VZV7V"	"1"	""	""	"1"	"N0000VZV7V"
"E0000VZVJW"	""	""	""	"1"	""	"N0000MSTBL"
"E0000VZXHJ"	"E0000VZXHJ"	"1"	""	""	""	"N0000VZXHJ"
"E0000W02BT"	"E0000W02BT"	"1"	""	""	""	"N0000W02BT"
"E0000W05WY"	""	""	""	"1"	""	"MA11156401"
"E0000W06QF"	"E0000W06QF"	"1"	""	""	"1"	"N0000W06QF"
"E0000W09WS"	"E0000W09WS"	"1"	""	""	""	"N0000W09WS"
"E0000W0F0T"	"E0000W0F0T"	"1"	""	""	"1"	"N0000W0F0T"
"E0000W0FYV"	"E0000W0FYV"	"1"	""	""	"1"	"N0000W0FYV"
"E0000W0HIK"	"E0000W0HIK"	"1"	""	""	""	"N0000W0HIK"
"E0000W0NHS"	"E0000W0NHS"	"1"	""	""	""	"N0000W0NHS"
"E0000W0NPM"	"E0000W0NPM"	"1"	""	""	""	"N0000W0NPM"
"E0000W0QB1"	"E0000W0QB1"	"1"	""	""	""	"N0000W0QB1"
"E0000W0RC7"	""	""	""	"1"	""	"MA11094783"
"E0000W0RQO"	""	""	""	"1"	""	"MA11204110"
"E0000W0VUI"	"E0000W0VUI"	"1"	""	""	""	"N0000W0VUI"
"E0000W0W2I"	"E0000W0W2I"	"1"	""	""	"1"	"N0000W0W2I"
"E0000W0XNW"	""	""	""	"1"	""	"N0000RF0IM"
"E0000W0ZB9"	"E0000W0ZB9"	"1"	""	""	"1"	"N0000W0ZB9"
"E0000W122W"	"E0000W122W"	"1"	""	""	"1"	"N0000W122W"
"E0000W17F7"	""	""	""	"1"	""	"N000134Q7Z"
"E0000W18J0"	"E0000W18J0"	"1"	""	""	"1"	"N0000W18J0"
"E0000W19KQ"	"E0000W19KQ"	"1"	""	""	""	"N0000W19KQ"
"E0000W1ARB"	"E0000W1ARB"	"1"	""	""	"1"	"N0000W1ARB"
"E0000W1CLT"	"E0000W1CLT"	"1"	""	""	"1"	"N0000W1CLT"
"E0000W1EO6"	"E0000W1EO6"	"1"	""	""	"1"	"N0000W1EO6"
"E0000W1ESR"	"E0000W1ESR"	"1"	""	""	"1"	"N0000W1ESR"
"E0000W1HPP"	"E0000W1HPP"	"1"	""	""	"1"	"N0000W1HPP"
"E0000W1KEM"	"E0000W1KEM"	"1"	""	""	"1"	"N0000W1KEM"
"E0000W1KUL"	"E0000W1KUL"	"1"	""	""	"1"	"N0000W1KUL"
"E0000W1OFC"	"E0000W1OFC"	"1"	""	""	""	"N0000W1OFC"
"E0000W1OYF"	"E0000W1OYF"	"1"	""	""	""	"N0000W1OYF"
"E0000W1PBH"	"E0000W1PBH"	"1"	""	""	""	"N0000W1PBH"
"E0000W1R9E"	""	""	""	"1"	""	"MA11047721"
"E0000W1USI"	"E0000W1USI"	"1"	""	""	"1"	"N0000W1USI"
"E0000W1VAH"	"E0000W1VAH"	"1"	""	""	"1"	"N0000W1VAH"
"E0000W1VGB"	"E0000W1VGB"	"1"	""	""	"1"	"N0000W1VGB"
"E0000W21NH"	"E0000W21NH"	"1"	""	""	""	"N0000W21NH"
"E0000W22K2"	"E0000W22K2"	"1"	""	""	""	"N0000W22K2"
"E0000W22TX"	"E0000W22TX"	"1"	""	""	"1"	"N0000W22TX"
"E0000W28LK"	"E0000W28LK"	"1"	""	""	""	"N0000W28LK"
"E0000W28Z3"	"E0000W28Z3"	"1"	""	""	"1"	"N0000W28Z3"
"E0000W2B0E"	""	""	""	"1"	""	"MF04640935"
"E0000W2BXH"	"E0000W2BXH"	"1"	""	""	""	"N0000W2BXH"
"E0000W2DF0"	"E0000W2DF0"	"1"	""	""	""	"N0000W2DF0"
"E0000W2FD2"	"E0000W2FD2"	"1"	""	""	""	"N0000W2FD2"
"E0000W2GO5"	"E0000W2GO5"	"1"	""	""	"1"	"N0000W2GO5"
"E0000W2M9F"	"E0000W2M9F"	"1"	""	""	"1"	"N0000W2M9F"
"E0000W2MD5"	"E0000W2MD5"	"1"	""	""	"1"	"N0000W2MD5"
"E0000W2N9F"	"E0000W2N9F"	"1"	""	""	""	"N0000W2N9F"
"E0000W2NPY"	"E0000W2NPY"	"1"	""	""	""	"N0000W2NPY"
"E0000W2OS2"	"E0000W2OS2"	"1"	""	""	""	"N0000W2OS2"
"E0000W2QXN"	"E0000W2QXN"	"1"	""	""	"1"	"N0000W2QXN"
"E0000W2QYJ"	"E0000W2QYJ"	"1"	""	""	"1"	"N0000W2QYJ"
"E0000W2SR4"	"E0000W2SR4"	"1"	""	""	""	"N0000W2SR4"
"E0000W2UPP"	""	""	""	"1"	""	"MR19278770"
"E0000W2UQ8"	"E0000W2UQ8"	"1"	""	""	""	"N0000W2UQ8"
"E0000W2YJV"	"E0000W2YJV"	"1"	""	""	"1"	"N0000W2YJV"
"E0000W2ZM3"	""	""	""	"1"	""	"MR19278770"
"E0000W36I4"	"E0000W36I4"	"1"	""	""	""	"N0001330CP"
"E0000W36N1"	"E0000W36N1"	"1"	""	""	"1"	"N0000W36N1"
"E0000W3A40"	"E0000W3A40"	"1"	""	""	""	"N0000W3A40"
"E0000W3A42"	"E0000W3A42"	"1"	""	""	"1"	"N0000W3A42"
"E0000W3DAP"	"E0000W3DAP"	"1"	""	""	""	"N0000W3DAP"
"E0000W3E36"	"E0000W3E36"	"1"	""	""	"1"	"N0000W3E36"
"E0000W3E5F"	"E0000W3E5F"	"1"	""	""	"1"	"N0000W3E5F"
"E0000W3GIW"	"E0000W3GIW"	"1"	""	""	""	"N0000W3GIW"
"E0000W3GJU"	"E0000W3GJU"	"1"	""	""	""	"N0000W3GJU"
"E0000W3GOE"	"E0000W3GOE"	""	""	"1"	"1"	"MA11451608"
