"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"E0000V6OVV"	"E0000V6OVV"	""	""	"1"	"1"	"MA08386486"
"E0000V6PUZ"	"E0000V6PUZ"	"1"	""	""	"1"	"N0000V6PUZ"
"E0000V6UJT"	"E0000V6UJT"	"1"	""	""	""	"N0000V6UJT"
"E0000V6VAV"	"E0000V6VAV"	"1"	""	""	""	"N0000V6VAV"
"E0000V6XD0"	"E0000V6XD0"	""	""	"1"	"1"	"MA11120492"
"E0000V6XKO"	"E0000V6XKO"	"1"	""	""	""	"N0000V6XKO"
"E0000V6XRC"	"E0000V6XRC"	"1"	""	""	"1"	"N0000V6XRC"
"E0000V6Y0K"	"E0000V6Y0K"	"1"	""	""	""	"N0000V6Y0K"
"E0000V70SX"	"E0000V70SX"	"1"	""	""	"1"	"N0000V70SX"
"E0000V729Q"	"E0000V729Q"	"1"	""	""	"1"	"N0000V729Q"
"E0000V776C"	"E0000V776C"	"1"	""	""	""	"N0000V776C"
"E0000V7D9G"	""	""	""	"1"	""	"MF04640935"
"E0000V7ERN"	"E0000V7ERN"	"1"	""	""	"1"	"N0000V7ERN"
"E0000V7I75"	"E0000V7I75"	"1"	""	""	"1"	"N0000V7I75"
"E0000V7L65"	"E0000V7L65"	"1"	""	""	"1"	"N0000V7L65"
"E0000V7MYQ"	"E0000V7MYQ"	"1"	""	""	"1"	"N0000V7MYQ"
"E0000V7N97"	"E0000V7N97"	"1"	""	""	""	"N0000V7N97"
"E0000V7PII"	"E0000V7PII"	"1"	""	""	""	"N0000V7PII"
"E0000V7R3I"	""	""	""	"1"	""	"N0001330CP"
"E0000V7R9N"	"E0000V7R9N"	"1"	""	""	"1"	"N0000V7R9N"
"E0000V7R9Z"	"E0000V7R9Z"	"1"	""	""	"1"	"N0000V7R9Z"
"E0000V7S4U"	"E0000V7S4U"	"1"	""	""	""	"N0000V7S4U"
"E0000V7T0Q"	""	""	""	"1"	""	"MA11126949"
"E0000V7ZER"	"E0000V7ZER"	"1"	""	""	"1"	"N0000V7ZER"
"E0000V83VI"	"E0000V83VI"	"1"	""	""	""	"N0000V83VI"
"E0000V84BD"	"E0000V84BD"	"1"	""	""	""	"N0000V84BD"
"E0000V84VI"	""	""	""	"1"	""	"MR02143633"
"E0000V85G9"	"E0000V85G9"	"1"	""	""	""	"N0000V85G9"
"E0000V86UV"	"E0000V86UV"	"1"	""	""	"1"	"N0000V86UV"
"E0000V88MA"	""	""	""	"1"	""	"MF04640935"
"E0000V89CN"	"E0000V89CN"	"1"	""	""	"1"	"N0000V89CN"
"E0000V89I7"	"E0000V89I7"	"1"	""	""	"1"	"N0000V89I7"
"E0000V8A1E"	""	""	""	"1"	""	"MA11126949"
"E0000V8AYE"	"E0000V8AYE"	"1"	""	""	""	"N0000V8AYE"
"E0000V8D65"	"E0000V8D65"	"1"	""	""	""	"N0000V8D65"
"E0000V8DW2"	"E0000V8DW2"	"1"	""	""	""	"N0000V8DW2"
"E0000V8EYN"	"E0000V8EYN"	"1"	""	""	""	"N0000V8EYN"
"E0000V8G0I"	"E0000V8G0I"	"1"	""	""	""	"N0000V8G0I"
"E0000V8HE0"	"E0000V8HE0"	"1"	""	""	""	"N0000V8HE0"
"E0000V8HPK"	""	""	""	"1"	""	"N00013EWK6"
"E0000V8KI5"	"E0000V8KI5"	"1"	""	""	"1"	"N0000V8KI5"
"E0000V8L64"	"E0000V8L64"	"1"	""	""	"1"	"N0000V8L64"
"E0000V8LDO"	"E0000V8LDO"	"1"	""	""	"1"	"N0000V8LDO"
"E0000V8LEX"	"E0000V8LEX"	"1"	""	""	"1"	"N0000V8LEX"
"E0000V8LF9"	"E0000V8LF9"	"1"	""	""	"1"	"N0000V8LF9"
"E0000V8LFB"	"E0000V8LFB"	"1"	""	""	"1"	"N0000V8LFB"
"E0000V8LFF"	"E0000V8LFF"	"1"	""	""	"1"	"N0000V8LFF"
"E0000V8LFO"	"E0000V8LFO"	"1"	""	""	"1"	"N0000V8LFO"
"E0000V8LFX"	"E0000V8LFX"	"1"	""	""	"1"	"N0000V8LFX"
"E0000V8LGF"	"E0000V8LGF"	"1"	""	""	"1"	"N0000V8LGF"
"E0000V8LH1"	"E0000V8LH1"	"1"	""	""	"1"	"N0000V8LH1"
"E0000V8LH9"	"E0000V8LH9"	"1"	""	""	"1"	"N0000V8LH9"
"E0000V8LTF"	"E0000V8LTF"	"1"	""	""	""	"N0000V8LTF"
"E0000V8MP6"	"E0000V8MP6"	"1"	""	""	"1"	"N0000V8MP6"
"E0000V8O56"	"E0000V8O56"	"1"	""	""	""	"N0000V8O56"
"E0000V8RPR"	""	""	""	"1"	""	"N0000RF0IM"
"E0000V8RSG"	"E0000V8RSG"	"1"	""	""	""	"N0000V8RSG"
"E0000V8T3P"	"E0000V8T3P"	"1"	""	""	"1"	"N0000V8T3P"
"E0000V8U8K"	"E0000V8U8K"	"1"	""	""	"1"	"N0000V8U8K"
"E0000V8U8N"	"E0000V8U8N"	"1"	""	""	"1"	"N0000V8U8N"
"E0000V8WF4"	"E0000V8WF4"	"1"	""	""	"1"	"N0000V8WF4"
"E0000V8X5I"	"E0000V8X5I"	"1"	""	""	"1"	"N0000V8X5I"
"E0000V8XC0"	"E0000V8XC0"	"1"	""	""	"1"	"N0000V8XC0"
"E0000V8YYY"	"E0000V8YYY"	"1"	""	""	"1"	"N0000V8YYY"
"E0000V8ZFD"	"E0000V8ZFD"	"1"	""	""	""	"N0000V8ZFD"
"E0000V92HD"	"E0000V92HD"	"1"	""	""	"1"	"N0000V92HD"
"E0000V93G4"	""	""	""	"1"	""	"MA11094457"
"E0000V97UJ"	"E0000V97UJ"	"1"	""	""	""	"N0000V97UJ"
"E0000V99BS"	"E0000V99BS"	"1"	""	""	"1"	"N0000V99BS"
"E0000V9AIZ"	"E0000V9AIZ"	"1"	""	""	"1"	"N0000V9AIZ"
"E0000V9D5K"	"E0000V9D5K"	"1"	""	""	""	"N0000V9D5K"
"E0000V9DIU"	""	""	""	"1"	""	"MA11092707"
"E0000V9FC3"	""	""	""	"1"	""	"MR19278770"
"E0000V9FNG"	"E0000V9FNG"	"1"	""	""	""	"N0000V9FNG"
"E0000V9H1H"	"E0000V9H1H"	"1"	""	""	"1"	"N0000V9H1H"
"E0000V9HR0"	""	""	""	"1"	""	"MA11156401"
"E0000V9JR3"	"E0000V9JR3"	"1"	""	""	"1"	"N0000V9JR3"
"E0000V9JR4"	"E0000V9JR4"	"1"	""	""	"1"	"N0000V9JR4"
"E0000V9JW4"	"E0000V9JW4"	"1"	""	""	""	"N0000V9JW4"
"E0000V9KZT"	"E0000V9KZT"	"1"	""	""	"1"	"N0000V9KZT"
"E0000V9ONK"	""	""	""	"1"	""	"MF07667609"
"E0000V9PB0"	"E0000V9PB0"	"1"	""	""	"1"	"N0000V9PB0"
"E0000V9PUW"	"E0000V9PUW"	"1"	""	""	"1"	"N0000V9PUW"
"E0000V9S2O"	""	""	""	"1"	""	"MR00354283"
"E0000V9SST"	"E0000V9SST"	"1"	""	""	""	"N0000V9SST"
"E0000V9VQU"	"E0000V9VQU"	"1"	""	""	"1"	"N0000V9VQU"
"E0000V9W25"	""	""	""	"1"	""	"MA11047721"
"E0000VA6UU"	""	""	""	"1"	""	"MA08917061"
"E0000VAB3H"	"E0000VAB3H"	"1"	""	""	"1"	"N0000VAB3H"
"E0000VABTI"	"E0000VABTI"	"1"	""	""	"1"	"N0000VABTI"
"E0000VAEFV"	"E0000VAEFV"	"1"	""	""	"1"	"N0000VAEFV"
"E0000VAEU1"	"E0000VAEU1"	"1"	""	""	"1"	"N0000VAEU1"
"E0000VAEWV"	"E0000VAEWV"	"1"	""	""	""	"N0000VAEWV"
"E0000VAKCV"	""	""	""	"1"	""	"MF04640935"
"E0000VAMDD"	"E0000VAMDD"	"1"	""	""	""	"N0000VAMDD"
"E0000VARGU"	"E0000VARGU"	"1"	""	""	"1"	"N0000VARGU"
"E0000VARKC"	"E0000VARKC"	"1"	""	""	""	"N0000VARKC"
"E0000VARX6"	"E0000VARX6"	"1"	""	""	"1"	"N0000VARX6"
"E0000VAXD6"	"E0000VAXD6"	"1"	""	""	""	"N0000VAXD6"
"E0000VAY0Q"	"E0000VAY0Q"	"1"	""	""	"1"	"N0000VAY0Q"
"E0000VAY8Q"	"E0000VAY8Q"	"1"	""	""	""	"N0000VAY8Q"
"E0000VB16M"	"E0000VB16M"	"1"	""	""	""	"N0000VB16M"
"E0000VB42Q"	"E0000VB42Q"	"1"	""	""	""	"N0000VB42Q"
"E0000VB498"	"E0000VB498"	"1"	""	""	"1"	"N0000VB498"
"E0000VB5TG"	"E0000VB5TG"	"1"	""	""	""	"N0000VB5TG"
"E0000VB73I"	"E0000VB73I"	"1"	""	""	""	"N0000VB73I"
"E0000VBGHZ"	"E0000VBGHZ"	"1"	""	""	"1"	"N0000VBGHZ"
"E0000VBOK3"	"E0000VBOK3"	"1"	""	""	"1"	"N0000VBOK3"
"E0000VBQ92"	""	""	""	"1"	""	"MA08376275"
"E0000VBSCF"	"E0000VBSCF"	"1"	""	""	""	"N0000VBSCF"
"E0000VBTSD"	"E0000VBTSD"	"1"	""	""	""	"N0000VBTSD"
"E0000VBV86"	""	""	""	"1"	""	"MR09505984"
"E0000VBVIJ"	""	""	""	"1"	""	"N000132VFK"
"E0000VBWNC"	"E0000VBWNC"	"1"	""	""	"1"	"N0000VBWNC"
"E0000VBX21"	"E0000VBX21"	"1"	""	""	"1"	"N0000VBX21"
"E0000VBZKX"	"E0000VBZKX"	"1"	""	""	""	"N0000VBZKX"
"E0000VC0U1"	"E0000VC0U1"	"1"	""	""	"1"	"N0000VC0U1"
"E0000VC28D"	"E0000VC28D"	"1"	""	""	"1"	"N0000VC28D"
"E0000VC38M"	"E0000VC38M"	"1"	""	""	"1"	"N0000VC38M"
"E0000VC4KY"	""	""	""	"1"	""	"N000134Q7Z"
"E0000VC5FY"	"E0000VC5FY"	"1"	""	""	"1"	"N0000VC5FY"
"E0000VC7F1"	"E0000VC7F1"	"1"	""	""	""	"N0000VC7F1"
"E0000VCAWE"	"E0000VCAWE"	"1"	""	""	"1"	"N0000VCAWE"
"E0000VCCTF"	"E0000VCCTF"	"1"	""	""	"1"	"N0000VCCTF"
"E0000VCETK"	"E0000VCETK"	"1"	""	""	""	"N0000VCETK"
"E0000VCJUJ"	"E0000VCJUJ"	"1"	""	""	"1"	"N0000VCJUJ"
"E0000VCMRE"	"E0000VCMRE"	"1"	""	""	"1"	"N0000VCMRE"
"E0000VCTZN"	"E0000VCTZN"	"1"	""	""	"1"	"N0000VCTZN"
"E0000VCXI2"	"E0000VCXI2"	"1"	""	""	"1"	"N0000VCXI2"
"E0000VD255"	"E0000VD255"	"1"	""	""	""	"N0000VD255"
"E0000VD2YC"	"E0000VD2YC"	"1"	""	""	"1"	"N0000VD2YC"
"E0000VD47D"	"E0000VD47D"	"1"	""	""	""	"N0000VD47D"
"E0000VD4FF"	"E0000VD4FF"	"1"	""	""	""	"N0000VD4FF"
"E0000VD4HO"	"E0000VD4HO"	"1"	""	""	""	"N0000VD4HO"
"E0000VD5NU"	"E0000VD5NU"	"1"	""	""	""	"N0000VD5NU"
"E0000VD6M9"	"E0000VD6M9"	"1"	""	""	""	"N0000VD6M9"
"E0000VD9XY"	"E0000VD9XY"	"1"	""	""	""	"N0000VD9XY"
"E0000VDAIL"	"E0000VDAIL"	"1"	""	""	""	"N0000VDAIL"
"E0000VDCM4"	"E0000VDCM4"	"1"	""	""	"1"	"N0000VDCM4"
"E0000VDKL1"	"E0000VDKL1"	"1"	""	""	"1"	"N0000VDKL1"
"E0000VDM96"	"E0000VDM96"	"1"	""	""	""	"N0000VDM96"
"E0000VDNV2"	"E0000VDNV2"	"1"	""	""	"1"	"N0000VDNV2"
"E0000VDNV5"	"E0000VDNV5"	"1"	""	""	"1"	"N0000VDNV5"
"E0000VDRAA"	"E0000VDRAA"	"1"	""	""	"1"	"N0000VDRAA"
"E0000VDSFM"	"E0000VDSFM"	"1"	""	""	"1"	"N0000VDSFM"
"E0000VDU3G"	"E0000VDU3G"	"1"	""	""	"1"	"N0000VDU3G"
"E0000VDUP1"	""	""	""	"1"	""	"MA08376275"
"E0000VDUPS"	"E0000VDUPS"	"1"	""	""	""	"N0000VDUPS"
"E0000VDVQI"	"E0000VDVQI"	"1"	""	""	"1"	"N0000VDVQI"
"E0000VDXIL"	"E0000VDXIL"	"1"	""	""	"1"	"N0000VDXIL"
"E0000VDZ8Y"	"E0000VDZ8Y"	"1"	""	""	"1"	"N0000VDZ8Y"
"E0000VDZR9"	"E0000VDZR9"	"1"	""	""	""	"N0000VDZR9"
"E0000VE5ZS"	"E0000VE5ZS"	"1"	""	""	""	"N0000VE5ZS"
"E0000VE8LA"	"E0000VE8LA"	"1"	""	""	""	"N0000VE8LA"
"E0000VE909"	"E0000VE909"	"1"	""	""	""	"N0000VE909"
"E0000VEEO8"	"E0000VEEO8"	"1"	""	""	""	"N0000VEEO8"
"E0000VEF25"	"E0000VEF25"	"1"	""	""	"1"	"N0000VEF25"
"E0000VEI3B"	"E0000VEI3B"	"1"	""	""	"1"	"N0000VEI3B"
"E0000VEODH"	"E0000VEODH"	"1"	""	""	""	"N0000VEODH"
"E0000VEQBM"	"E0000VEQBM"	"1"	""	""	"1"	"N0000VEQBM"
"E0000VEQN7"	"E0000VEQN7"	"1"	""	""	"1"	"N0000VEQN7"
"E0000VESCK"	"E0000VESCK"	"1"	""	""	"1"	"N0000VESCK"
"E0000VET2W"	"E0000VET2W"	"1"	""	""	""	"N0000VET2W"
"E0000VEV2K"	"E0000VEV2K"	"1"	""	""	""	"N0000VEV2K"
"E0000VF0T7"	"E0000VF0T7"	"1"	""	""	"1"	"N0000VF0T7"
"E0000VF3HA"	"E0000VF3HA"	"1"	""	""	""	"N0000VF3HA"
"E0000VFDSS"	"E0000VFDSS"	"1"	""	""	"1"	"N0000VFDSS"
"E0000VFE5G"	"E0000VFE5G"	"1"	""	""	"1"	"N0000VFE5G"
"E0000VFGU6"	"E0000VFGU6"	"1"	""	""	""	"N0000VFGU6"
"E0000VFIGH"	"E0000VFIGH"	"1"	""	""	"1"	"N0000VFIGH"
"E0000VFL36"	"E0000VFL36"	""	""	"1"	"1"	"MA10993901"
"E0000VFSZ7"	"E0000VFSZ7"	"1"	""	""	"1"	"N0000VFSZ7"
"E0000VFTUI"	"E0000VFTUI"	""	""	"1"	"1"	"MA11538408"
"E0000VFUQR"	"E0000VFUQR"	"1"	""	""	"1"	"N0000VFUQR"
"E0000VFV7Y"	"E0000VFV7Y"	"1"	""	""	"1"	"N0000VFV7Y"
"E0000VFXLF"	"E0000VFXLF"	"1"	""	""	""	"N0000VFXLF"
"E0000VFXNM"	""	""	""	"1"	""	"MA11047721"
"E0000VFY25"	"E0000VFY25"	"1"	""	""	"1"	"N0000VFY25"
"E0000VG0C1"	"E0000VG0C1"	"1"	""	""	"1"	"N0000VG0C1"
"E0000VG0CF"	"E0000VG0CF"	"1"	""	""	"1"	"N0000VG0CF"
"E0000VG0CI"	"E0000VG0CI"	"1"	""	""	"1"	"N0000VG0CI"
"E0000VG0CR"	"E0000VG0CR"	"1"	""	""	"1"	"N0000VG0CR"
"E0000VG0CW"	"E0000VG0CW"	"1"	""	""	"1"	"N0000VG0CW"
"E0000VG0D3"	"E0000VG0D3"	"1"	""	""	"1"	"N0000VG0D3"
"E0000VG0D5"	"E0000VG0D5"	"1"	""	""	"1"	"N0000VG0D5"
"E0000VG0DO"	"E0000VG0DO"	"1"	""	""	"1"	"N0000VG0DO"
"E0000VG19C"	"E0000VG19C"	"1"	""	""	"1"	"N0000VG19C"
"E0000VG2CP"	"E0000VG2CP"	"1"	""	""	"1"	"N0000VG2CP"
"E0000VG5KJ"	"E0000VG5KJ"	"1"	""	""	""	"N0000VG5KJ"
"E0000VG78X"	"E0000VG78X"	""	""	"1"	"1"	"MR33223195"
"E0000VG9TS"	"E0000VG9TS"	"1"	""	""	"1"	"N0000VG9TS"
"E0000VG9U4"	"E0000VG9U4"	"1"	""	""	"1"	"N0000VG9U4"
"E0000VGA1N"	"E0000VGA1N"	"1"	""	""	""	"N0000VGA1N"
"E0000VGAIR"	"E0000VGAIR"	"1"	""	""	""	"N0000VGAIR"
"E0000VGAJY"	"E0000VGAJY"	"1"	""	""	"1"	"N0000VGAJY"
"E0000VGDUX"	"E0000VGDUX"	"1"	""	""	"1"	"N0000VGDUX"
"E0000VGDVO"	"E0000VGDVO"	"1"	""	""	"1"	"N0000VGDVO"
"E0000VGGEY"	"E0000VGGEY"	"1"	""	""	"1"	"N0000VGGEY"
"E0000VGGZ4"	"E0000VGGZ4"	"1"	""	""	"1"	"N0000VGGZ4"
"E0000VGIHM"	"E0000VGIHM"	"1"	""	""	""	"N0000VGIHM"
"E0000VGJ4N"	"E0000VGJ4N"	"1"	""	""	"1"	"N0000VGJ4N"
"E0000VGJME"	"E0000VGJME"	"1"	""	""	""	"N0000VGJME"
"E0000VGJXU"	"E0000VGJXU"	"1"	""	""	""	"N0000VGJXU"
"E0000VGP91"	"E0000VGP91"	"1"	""	""	"1"	"N0000VGP91"
"E0000VGT24"	"E0000VGT24"	"1"	""	""	""	"N0000VGT24"
"E0000VGT6A"	"E0000VGT6A"	"1"	""	""	"1"	"N0000VGT6A"
"E0000VGU7Y"	""	""	""	"1"	""	"MA11128239"
"E0000VGVBL"	"E0000VGVBL"	"1"	""	""	""	"N0000VGVBL"
"E0000VGVLK"	"E0000VGVLK"	"1"	""	""	""	"N0000VGVLK"
"E0000VGYMW"	"E0000VGYMW"	"1"	""	""	""	"N0000VGYMW"
"E0000VGZ40"	"E0000VGZ40"	"1"	""	""	"1"	"N0000VGZ40"
"E0000VH1QQ"	""	""	""	"1"	""	"MF04640935"
"E0000VH2IR"	"E0000VH2IR"	"1"	""	""	"1"	"N0000VH2IR"
"E0000VH4S7"	"E0000VH4S7"	"1"	""	""	""	"N0001329G2"
"E0000VH6VU"	"E0000VH6VU"	"1"	""	""	"1"	"N0000VH6VU"
"E0000VH9I0"	""	""	""	"1"	""	"MA11128239"
"E0000VHB9X"	"E0000VHB9X"	"1"	""	""	"1"	"N0000VHB9X"
"E0000VHBHF"	"E0000VHBHF"	"1"	""	""	"1"	"N0000VHBHF"
"E0000VHFU1"	"E0000VHFU1"	"1"	""	""	""	"N0000VHFU1"
"E0000VHFYV"	"E0000VHFYV"	"1"	""	""	""	"N0000VHFYV"
"E0000VHHH6"	"E0000VHHH6"	"1"	""	""	""	"N0000VHHH6"
"E0000VHMPV"	""	""	""	"1"	""	"MF12364887"
"E0000VHO2J"	"E0000VHO2J"	"1"	""	""	"1"	"N0000VHO2J"
"E0000VHY99"	"E0000VHY99"	"1"	""	""	""	"N0000VHY99"
"E0000VI1OJ"	""	""	""	"1"	""	"MA08376275"
"E0000VI298"	""	""	""	"1"	""	"N000133I66"
"E0000VI3VJ"	"E0000VI3VJ"	"1"	""	""	""	"N0000VI3VJ"
"E0000VI4Q0"	"E0000VI4Q0"	"1"	""	""	"1"	"N0000VI4Q0"
"E0000VI4VT"	"E0000VI4VT"	"1"	""	""	""	"N0000VI4VT"
"E0000VI7CG"	"E0000VI7CG"	"1"	""	""	""	"N0000VI7CG"
"E0000VIAG9"	"E0000VIAG9"	"1"	""	""	""	"N0000VIAG9"
"E0000VICTC"	"E0000VICTC"	"1"	""	""	"1"	"N0000VICTC"
"E0000VIG26"	"E0000VIG26"	"1"	""	""	""	"N0000VIG26"
"E0000VIJRO"	"E0000VIJRO"	"1"	""	""	""	"N0000VIJRO"
"E0000VIMYL"	"E0000VIMYL"	"1"	""	""	""	"N0000VIMYL"
"E0000VIQPW"	"E0000VIQPW"	"1"	""	""	""	"N0000VIQPW"
"E0000VIUF0"	"E0000VIUF0"	"1"	""	""	"1"	"N0000VIUF0"
"E0000VIW78"	"E0000VIW78"	"1"	""	""	"1"	"N0000VIW78"
"E0000VIZAV"	"E0000VIZAV"	"1"	""	""	""	"N0000VIZAV"
"E0000VJ13M"	"E0000VJ13M"	"1"	""	""	""	"N0000VJ13M"
"E0000VJ3SM"	"E0000VJ3SM"	"1"	""	""	"1"	"N0000VJ3SM"
"E0000VJ4H7"	"E0000VJ4H7"	"1"	""	""	"1"	"N0000VJ4H7"
"E0000VJ5P8"	"E0000VJ5P8"	"1"	""	""	"1"	"N0000VJ5P8"
"E0000VJ5PK"	"E0000VJ5PK"	"1"	""	""	"1"	"N0000VJ5PK"
"E0000VJ5U1"	"E0000VJ5U1"	"1"	""	""	"1"	"N0000VJ5U1"
"E0000VJ5VZ"	"E0000VJ5VZ"	"1"	""	""	"1"	"N0000VJ5VZ"
"E0000VJ5WW"	"E0000VJ5WW"	"1"	""	""	"1"	"N0000VJ5WW"
"E0000VJ6XS"	"E0000VJ6XS"	"1"	""	""	"1"	"N0000VJ6XS"
"E0000VJ6YB"	"E0000VJ6YB"	"1"	""	""	"1"	"N0000VJ6YB"
"E0000VJ7IP"	"E0000VJ7IP"	""	""	"1"	"1"	"N0000QOYKK"
"E0000VJ8G3"	"E0000VJ8G3"	"1"	""	""	""	"N0000VJ8G3"
"E0000VJ8U9"	"E0000VJ8U9"	"1"	""	""	""	"N0000VJ8U9"
"E0000VJCW1"	"E0000VJCW1"	"1"	""	""	"1"	"N0000VJCW1"
"E0000VJFDR"	"E0000VJFDR"	"1"	""	""	"1"	"N0000VJFDR"
"E0000VJFGA"	"E0000VJFGA"	"1"	""	""	"1"	"N0000VJFGA"
"E0000VJI7B"	"E0000VJI7B"	"1"	""	""	"1"	"N0000VJI7B"
"E0000VJK2W"	"E0000VJK2W"	"1"	""	""	"1"	"N0000VJK2W"
"E0000VJN51"	"E0000VJN51"	"1"	""	""	"1"	"N0000VJN51"
"E0000VJPLG"	"E0000VJPLG"	"1"	""	""	"1"	"N0000VJPLG"
"E0000VJSAY"	"E0000VJSAY"	""	""	"1"	"1"	"MR37206473"
"E0000VJUO6"	""	""	""	"1"	""	"N0000K4DC4"
"E0000VJVWB"	"E0000VJVWB"	"1"	""	""	""	"N0000VJVWB"
"E0000VJWDY"	"E0000VJWDY"	"1"	""	""	""	"N0000VJWDY"
"E0000VJX2H"	"E0000VJX2H"	""	""	"1"	"1"	"N0000JUC71"
"E0000VJX2V"	""	""	""	"1"	""	"MA11094783"
"E0000VJYF5"	"E0000VJYF5"	"1"	""	""	""	"N0000VJYF5"
"E0000VK1DU"	"E0000VK1DU"	"1"	""	""	"1"	"N0000VK1DU"
"E0000VK24V"	"E0000VK24V"	"1"	""	""	"1"	"N0000VK24V"
"E0000VK2C4"	"E0000VK2C4"	"1"	""	""	"1"	"N0000VK2C4"
"E0000VK3MO"	"E0000VK3MO"	"1"	""	""	"1"	"N0000VK3MO"
"E0000VK6AQ"	"E0000VK6AQ"	"1"	""	""	"1"	"N0000VK6AQ"
"E0000VK6Y5"	"E0000VK6Y5"	"1"	""	""	""	"N0000VK6Y5"
"E0000VKJ3I"	"E0000VKJ3I"	"1"	""	""	"1"	"N0000VKJ3I"
"E0000VKKD8"	"E0000VKKD8"	"1"	""	""	""	"N0000VKKD8"
"E0000VKL7D"	"E0000VKL7D"	"1"	""	""	"1"	"N0000VKL7D"
"E0000VKM0B"	"E0000VKM0B"	"1"	""	""	""	"N0000VKM0B"
"E0000VKMSC"	"E0000VKMSC"	"1"	""	""	""	"N0000VKMSC"
"E0000VKMY9"	"E0000VKMY9"	"1"	""	""	""	"N0000VKMY9"
"E0000VKN2E"	"E0000VKN2E"	"1"	""	""	"1"	"N0000VKN2E"
"E0000VKNV7"	"E0000VKNV7"	"1"	""	""	""	"N0000VKNV7"
"E0000VKR8X"	"E0000VKR8X"	"1"	""	""	"1"	"N0000VKR8X"
"E0000VKS50"	"E0000VKS50"	"1"	""	""	"1"	"N0000WLKSS"
"E0000VKTRU"	""	""	""	"1"	""	"MF04640935"
"E0000VKW56"	"E0000VKW56"	"1"	""	""	"1"	"N0000VKW56"
"E0000VKZA5"	"E0000VKZA5"	"1"	""	""	"1"	"N0000VKZA5"
"E0000VKZUK"	""	""	""	"1"	""	"MA11156401"
"E0000VL4VT"	"E0000VL4VT"	"1"	""	""	""	"N0000VL4VT"
"E0000VLA6Q"	"E0000VLA6Q"	"1"	""	""	"1"	"N0000VLA6Q"
"E0000VLCXG"	"E0000VLCXG"	"1"	""	""	"1"	"N0000VLCXG"
"E0000VLDB7"	"E0000VLDB7"	"1"	""	""	""	"N0000VLDB7"
"E0000VLFG9"	"E0000VLFG9"	"1"	""	""	""	"N0000VLFG9"
"E0000VLHYS"	"E0000VLHYS"	"1"	""	""	""	"N0000VLHYS"
"E0000VLLVG"	"E0000VLLVG"	"1"	""	""	"1"	"N0000VLLVG"
"E0000VLLVQ"	"E0000VLLVQ"	"1"	""	""	"1"	"N0000VLLVQ"
"E0000VLLVU"	"E0000VLLVU"	"1"	""	""	"1"	"N0000VLLVU"
"E0000VLLWO"	"E0000VLLWO"	"1"	""	""	"1"	"N0000VLLWO"
"E0000VLLXG"	"E0000VLLXG"	"1"	""	""	"1"	"N0000VLLXG"
"E0000VLLZN"	"E0000VLLZN"	"1"	""	""	"1"	"N0000VLLZN"
"E0000VLM6U"	"E0000VLM6U"	"1"	""	""	""	"N0000VLM6U"
"E0000VLN0P"	"E0000VLN0P"	"1"	""	""	"1"	"N0000VLN0P"
"E0000VLNNL"	"E0000VLNNL"	"1"	""	""	""	"N0000VLNNL"
"E0000VLPNR"	"E0000VLPNR"	"1"	""	""	""	"N0000VLPNR"
"E0000VLRPT"	"E0000VLRPT"	"1"	""	""	""	"N0000VLRPT"
"E0000VLTNU"	"E0000VLTNU"	""	""	"1"	"1"	"MR19278770"
"E0000VLWOR"	"E0000VLWOR"	"1"	""	""	""	"N0000VLWOR"
"E0000VLY2Y"	"E0000VLY2Y"	"1"	""	""	"1"	"N0000VLY2Y"
"E0000VLYI1"	"E0000VLYI1"	"1"	""	""	""	"N0000VLYI1"
"E0000VLYYC"	"E0000VLYYC"	"1"	""	""	"1"	"N0000VLYYC"
"E0000VLZ4B"	"E0000VLZ4B"	"1"	""	""	"1"	"N0000VLZ4B"
"E0000VM10L"	""	""	""	"1"	""	"MA11492729"
"E0000VM4O6"	"E0000VM4O6"	"1"	""	""	""	"N0000VM4O6"
"E0000VM53N"	"E0000VM53N"	"1"	""	""	"1"	"N0000VM53N"
"E0000VM6AG"	"E0000VM6AG"	"1"	""	""	""	"N0000VM6AG"
"E0000VM6DV"	"E0000VM6DV"	"1"	""	""	""	"N0000VM6DV"
"E0000VMA6H"	"E0000VMA6H"	"1"	""	""	"1"	"N0000VMA6H"
"E0000VMABL"	"E0000VMABL"	"1"	""	""	""	"N0000VMABL"
"E0000VMBDS"	"E0000VMBDS"	"1"	""	""	""	"N0000VMBDS"
"E0000VMC23"	"E0000VMC23"	"1"	""	""	"1"	"N0000VMC23"
"E0000VMCR0"	"E0000VMCR0"	"1"	""	""	"1"	"N0000VMCR0"
"E0000VMFOL"	"E0000VMFOL"	"1"	""	""	""	"N0000VMFOL"
"E0000VMH0Z"	"E0000VMH0Z"	"1"	""	""	""	"N0000VMH0Z"
"E0000VMIRR"	"E0000VMIRR"	"1"	""	""	"1"	"N0000VMIRR"
"E0000VMLHD"	"E0000VMLHD"	"1"	""	""	"1"	"N0000VMLHD"
"E0000VMMG9"	"E0000VMMG9"	"1"	""	""	""	"N0000VMMG9"
"E0000VMO9X"	"E0000VMO9X"	"1"	""	""	"1"	"N0000VMO9X"
"E0000VMQUW"	""	""	""	"1"	""	"MA11128239"
"E0000VMSBX"	"E0000VMSBX"	"1"	""	""	""	"N0000VMSBX"
